[2025.10.28 17:50:08.148] [INFO ]: client fd : 6 receive data, date length : 517, server fd : 7  --source flie : simpleproxy.cpp --line : 365
[2025.10.28 17:50:08.148] [INFO ]: client fd : 6 send data, date length : 0, server fd : 7  --source flie : simpleproxy.cpp --line : 426
[2025.10.28 17:50:08.148] [INFO ]: client fd : 8 receive data, date length : 231, server fd : 9  --source flie : simpleproxy.cpp --line : 365
[2025.10.28 17:50:08.148] [INFO ]: client fd : 8 send data, date length : 0, server fd : 9  --source flie : simpleproxy.cpp --line : 426
[2025.10.28 17:50:08.148] [INFO ]: client fd : 10 receive data, date length : 517, server fd : 11  --source flie : simpleproxy.cpp --line : 365
[2025.10.28 17:50:08.148] [INFO ]: client fd : 10 send data, date length : 0, server fd : 11  --source flie : simpleproxy.cpp --line : 426
[2025.10.28 17:50:11.492] [INFO ]: client fd : 14 receive data, date length : 481, server fd : 15  --source flie : simpleproxy.cpp --line : 365
[2025.10.28 17:50:11.492] [INFO ]: client fd : 14 send data, date length : 0, server fd : 15  --source flie : simpleproxy.cpp --line : 426
[2025.10.28 17:50:11.578] [INFO ]: client fd : 16 receive data, date length : 230, server fd : 17  --source flie : simpleproxy.cpp --line : 365
[2025.10.28 17:50:11.578] [INFO ]: client fd : 16 send data, date length : 0, server fd : 17  --source flie : simpleproxy.cpp --line : 426
[2025.10.28 17:50:12.147] [INFO ]: client fd : 8 receive data, date length : 0, server fd : 9  --source flie : simpleproxy.cpp --line : 365
[2025.10.28 17:50:15.150] [INFO ]: client fd : 14 receive data, date length : 546, server fd : 15  --source flie : simpleproxy.cpp --line : 365
[2025.10.28 17:50:15.150] [INFO ]: client fd : 14 send data, date length : 541, server fd : 15  --source flie : simpleproxy.cpp --line : 426
[2025.10.28 17:50:15.188] [INFO ]: server fd : 15 receive data, date length : 183, client fd : 14  --source flie : simpleproxy.cpp --line : 437
[2025.10.28 17:50:15.188] [INFO ]: server fd : 15 send data, date length : 183, client fd : 14  --source flie : simpleproxy.cpp --line : 464
[2025.10.28 17:50:15.188] [INFO ]: server fd : 15 receive data, date length : 65536, client fd : 14  --source flie : simpleproxy.cpp --line : 437
[2025.10.28 17:50:15.188] [INFO ]: server fd : 15 send data, date length : 65536, client fd : 14  --source flie : simpleproxy.cpp --line : 464
[2025.10.28 17:50:15.188] [INFO ]: server fd : 15 receive data, date length : 22585, client fd : 14  --source flie : simpleproxy.cpp --line : 437
[2025.10.28 17:50:15.188] [INFO ]: server fd : 15 send data, date length : 22585, client fd : 14  --source flie : simpleproxy.cpp --line : 464
[2025.10.28 17:50:15.339] [INFO ]: client fd : 14 receive data, date length : 456, server fd : 15  --source flie : simpleproxy.cpp --line : 365
[2025.10.28 17:50:15.339] [INFO ]: client fd : 14 send data, date length : 441, server fd : 15  --source flie : simpleproxy.cpp --line : 426
[2025.10.28 17:50:15.339] [INFO ]: client fd : 12 receive data, date length : 427, server fd : 13  --source flie : simpleproxy.cpp --line : 365
[2025.10.28 17:50:15.340] [INFO ]: client fd : 12 send data, date length : 417, server fd : 13  --source flie : simpleproxy.cpp --line : 426
[2025.10.28 17:50:15.359] [INFO ]: server fd : 13 receive data, date length : 288, client fd : 12  --source flie : simpleproxy.cpp --line : 437
[2025.10.28 17:50:15.359] [INFO ]: server fd : 13 send data, date length : 288, client fd : 12  --source flie : simpleproxy.cpp --line : 464
[2025.10.28 17:50:15.359] [INFO ]: server fd : 13 receive data, date length : 1970, client fd : 12  --source flie : simpleproxy.cpp --line : 437
[2025.10.28 17:50:15.359] [INFO ]: server fd : 13 send data, date length : 1970, client fd : 12  --source flie : simpleproxy.cpp --line : 464
[2025.10.28 17:50:15.361] [INFO ]: client fd : 29 receive data, date length : 450, server fd : 30  --source flie : simpleproxy.cpp --line : 365
